country,country/region,select_investors,company_link,img_src,company,valuation_currency,valuation,funding,company_cleaned
United States,North America,Andreessen Horowitz,https://www.crunchbase.com/organization/clubhouse-voice,https://images.crunchbase.com/image/upload/t_cb-default-original/cekpzw5zlyumnr0rymm1,Clubhouse,B,4,110,CLUBHOUSE
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/clubhouse-voice,https://images.crunchbase.com/image/upload/t_cb-default-original/cekpzw5zlyumnr0rymm1,Clubhouse,B,4,110,CLUBHOUSE
United States,North America,Andreessen Horowitz,https://www.crunchbase.com/organization/clickup,https://images.crunchbase.com/image/upload/t_cb-default-original/xzivdk4kgjxejm2qkbpb,ClickUp,B,4,535,CLICKUP
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/clickup,https://images.crunchbase.com/image/upload/t_cb-default-original/xzivdk4kgjxejm2qkbpb,ClickUp,B,4,535,CLICKUP
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/patreon,https://images.crunchbase.com/image/upload/t_cb-default-original/pzlywdkpjnxsmcd2paaw,Patreon,B,4,413,PATREON
China,Asia,Bank of China Group Investment,https://www.crunchbase.com/organization/megvii-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/zu4nduauydqucjemebmw,MEGVII,B,4,1,MEGVII
United States,North America,Coatue,https://www.crunchbase.com/organization/aurora-solar,https://images.crunchbase.com/image/upload/t_cb-default-original/zh4k0uz8vutmuwxusz10,Aurora Solar,B,4,523,AURORA SOLAR
United States,North America,Energize Capital,https://www.crunchbase.com/organization/aurora-solar,https://images.crunchbase.com/image/upload/t_cb-default-original/zh4k0uz8vutmuwxusz10,Aurora Solar,B,4,523,AURORA SOLAR
United States,North America,General Catalyst,https://www.crunchbase.com/organization/melio-0bc5,https://images.crunchbase.com/image/upload/t_cb-default-original/oajernts2digxdziwvzz,Melio,B,4,504,MELIO
United States,North America,Thrive Capital,https://www.crunchbase.com/organization/melio-0bc5,https://images.crunchbase.com/image/upload/t_cb-default-original/oajernts2digxdziwvzz,Melio,B,4,504,MELIO
United States,North America,,https://www.crunchbase.com/organization/zapier,https://images.crunchbase.com/image/upload/t_cb-default-original/e7nccdzvyu8l10mhyusg,Zapier,B,4,1,ZAPIER
China,Asia,RRJ Capital,https://www.crunchbase.com/organization/jubao-internet-technology,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Jubao Internet Technology,B,4,200,JUBAO INTERNET TECHNOLOGY
United States,North America,Wellington Management,https://www.crunchbase.com/organization/skims,https://images.crunchbase.com/image/upload/t_cb-default-original/ir1it3satyxrbrj8jzix,Skims,B,4,701,SKIMS
United States,North America,Y Combinator Continuity Fund,https://www.crunchbase.com/organization/webflow,https://images.crunchbase.com/image/upload/t_cb-default-original/bjqoh8rrdaagvxbpimn1,Webflow,B,4,335,WEBFLOW
United States,North America,Dragoneer Investment Group,https://www.crunchbase.com/organization/tekion,https://images.crunchbase.com/image/upload/t_cb-default-original/jzmh4a74khtejbj7gld3,Tekion,B,4,635,TEKION
United States,North America,Kohlberg Kravis Roberts,https://www.crunchbase.com/organization/skydance-media,https://images.crunchbase.com/image/upload/t_cb-default-original/otnkffclu9ucxp4septj,Skydance Media,B,4,675,SKYDANCE MEDIA
United States,North America,Chrysalis Investments,https://www.crunchbase.com/organization/you-mr-jones,https://images.crunchbase.com/image/upload/t_cb-default-original/r1uuew66wykpu6yctxbe,The Brandtech Group,B,4,725,THE BRANDTECH GROUP
United States,North America,BDT & MSD Partners,https://www.crunchbase.com/organization/alphasense,https://images.crunchbase.com/image/upload/t_cb-default-original/mckvcezhze9u3y1ggwmc,AlphaSense,B,4,1,ALPHASENSE
United States,North America,Viking Global Investors,https://www.crunchbase.com/organization/alphasense,https://images.crunchbase.com/image/upload/t_cb-default-original/mckvcezhze9u3y1ggwmc,AlphaSense,B,4,1,ALPHASENSE
United States,North America,Starr Investment Holdings,https://www.crunchbase.com/organization/radiology-partners,https://images.crunchbase.com/image/upload/t_cb-default-original/zuogihuukflnqyxq5kxf,Radiology Partners,B,4,2,RADIOLOGY PARTNERS
United States,North America,Bill Gates,https://www.crunchbase.com/organization/inflection-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/yy5cqdnt3eglwa7uu4b0,Inflection AI,B,4,2,INFLECTION AI
United States,North America,Eric Schmidt,https://www.crunchbase.com/organization/inflection-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/yy5cqdnt3eglwa7uu4b0,Inflection AI,B,4,2,INFLECTION AI
United States,North America,Binance Labs,https://www.crunchbase.com/organization/aptos-96b4,https://images.crunchbase.com/image/upload/t_cb-default-original/yeowwzhwhruu6ubohnmi,Aptos,B,4,350,APTOS
United States,North America,Hg,https://www.crunchbase.com/organization/insight-software,https://images.crunchbase.com/image/upload/t_cb-default-original/9e983f6a1f4c43f0b67e1dae15c905cb,insightsoftware,B,4,799,INSIGHTSOFTWARE
China,Asia,CRRC,https://www.crunchbase.com/organization/hozon,https://images.crunchbase.com/image/upload/t_cb-default-original/lbkqtti4enauvc26uexj,Hozon,B,4,4,HOZON
China,Asia,Shenzhen Capital Group,https://www.crunchbase.com/organization/hozon,https://images.crunchbase.com/image/upload/t_cb-default-original/lbkqtti4enauvc26uexj,Hozon,B,4,4,HOZON
China,Asia,Sino Biopharmaceutical,https://www.crunchbase.com/organization/medlinker,https://images.crunchbase.com/image/upload/t_cb-default-original/gscieucht7hco1tc3uoc,Medlinker,B,4,762,MEDLINKER
United States,North America,Fidelity,https://www.crunchbase.com/organization/farmers-business-network,https://images.crunchbase.com/image/upload/t_cb-default-original/a5lbarcteqqazfntk61a,Farmers Business Network,B,4,918,FARMERS BUSINESS NETWORK
China,Asia,Shenzhen Capital Group,https://www.crunchbase.com/organization/yunwang-wandian,,Yunwang Wandian,B,4,912,YUNWANG WANDIAN
United States,North America,Altimeter Capital,https://www.crunchbase.com/organization/stockx,https://images.crunchbase.com/image/upload/t_cb-default-original/hvhqzscb7we0hifjqr2q,StockX,B,4,495,STOCKX
Germany,Europe,General Atlantic,https://www.crunchbase.com/organization/qontigo,https://images.crunchbase.com/image/upload/t_cb-default-original/i7acdcbdipa0xoeech6p,Qontigo,B,4,720,QONTIGO
China,Asia,,https://www.crunchbase.com/organization/enovate-motors,https://images.crunchbase.com/image/upload/t_cb-default-original/kqzfvn5pqrp41sflntxt,ENOVATE Motors,B,4,1,ENOVATE MOTORS
United States,North America,D1 Capital Partners,https://www.crunchbase.com/organization/dutchie,https://images.crunchbase.com/image/upload/t_cb-default-original/lghwq8tuwibnv2qav3q3,Dutchie,B,4,603,DUTCHIE
United States,North America,General Atlantic,https://www.crunchbase.com/organization/articulate,https://images.crunchbase.com/image/upload/t_cb-default-original/e8ymtiil8bgpldlayen5,Articulate,B,4,2,ARTICULATE
United States,North America,,https://www.crunchbase.com/organization/yandex-self-driving-group,https://images.crunchbase.com/image/upload/t_cb-default-original/krq3t3hn9la8pga07d84,Avride,B,4,425,AVRIDE
United States,North America,Norwest Venture Partners,https://www.crunchbase.com/organization/harness-512d,https://images.crunchbase.com/image/upload/t_cb-default-original/vpfksuwzidzroxuk4llw,Harness,B,4,370,HARNESS
United States,North America,Wellington Management,https://www.crunchbase.com/organization/dataiku,https://images.crunchbase.com/image/upload/t_cb-default-original/whe3eud3ntci1ctvbfjf,Dataiku,B,4,847,DATAIKU
United States,North America,Insight Partners,https://www.crunchbase.com/organization/papaya-global,https://images.crunchbase.com/image/upload/t_cb-default-original/ziimyae1s0e4gmlawpwt,Papaya Global,B,4,440,PAPAYA GLOBAL
United States,North America,Silver Lake,https://www.crunchbase.com/organization/noom,https://images.crunchbase.com/image/upload/t_cb-default-original/h9kfjveoly18nbv1guvl,Noom,B,4,659,NOOM
United States,North America,Park West Asset Management,https://www.crunchbase.com/organization/goatapp,https://images.crunchbase.com/image/upload/t_cb-default-original/vtpvp46fr98de2r1txof,Goat Group,B,4,493,GOAT GROUP
United States,North America,Beyond Net Zero,https://www.crunchbase.com/organization/o9-solutions,https://images.crunchbase.com/image/upload/t_cb-default-original/gfri6y7oqoxzbcptmbko,o9 Solutions,B,4,533,O9 SOLUTIONS
United States,North America,DFJ Growth,https://www.crunchbase.com/organization/cohesity,https://images.crunchbase.com/image/upload/t_cb-default-original/xalkzhnbjifokmb4o56e,Cohesity,B,4,810,COHESITY
United States,North America,Foundation Capital,https://www.crunchbase.com/organization/cohesity,https://images.crunchbase.com/image/upload/t_cb-default-original/xalkzhnbjifokmb4o56e,Cohesity,B,4,810,COHESITY
United States,North America,CapitalG,https://www.crunchbase.com/organization/whatnot,https://images.crunchbase.com/image/upload/t_cb-default-original/cps5djuncxpuis1uyu17,Whatnot,B,4,485,WHATNOT
United States,North America,DST Global,https://www.crunchbase.com/organization/whatnot,https://images.crunchbase.com/image/upload/t_cb-default-original/cps5djuncxpuis1uyu17,Whatnot,B,4,485,WHATNOT
India,Asia,Tiger Global Management,https://www.crunchbase.com/organization/upstox,https://images.crunchbase.com/image/upload/t_cb-default-original/nc9zpmob9ls6gb3kw3qc,Upstox,B,4,143,UPSTOX
United States,North America,Silver Lake,https://www.crunchbase.com/organization/kcura,https://images.crunchbase.com/image/upload/t_cb-default-original/vxg3ubmksnhnnratbpz2,Relativity,B,4,125,RELATIVITY
United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/whoop-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/qinwgitr1tyqxlwm0vag,WHOOP,B,4,404,WHOOP
United States,North America,Dragoneer Investment Group,https://www.crunchbase.com/organization/spoton,https://images.crunchbase.com/image/upload/t_cb-default-original/zapasecdfr51hbiq1fl2,SpotOn,B,4,918,SPOTON
United States,North America,Wellington Management,https://www.crunchbase.com/organization/learneo-d156,https://images.crunchbase.com/image/upload/t_cb-default-original/qovqykopjidpkusd3rhh,Learneo,B,4,492,LEARNEO
United States,North America,Clearlake Capital Group,https://www.crunchbase.com/organization/Aptean,https://images.crunchbase.com/image/upload/t_cb-default-original/c2vxsx1lc4ctzpc3ljjq,Aptean,B,4,50,APTEAN
Germany,Europe,EQT,https://www.crunchbase.com/organization/ottobock,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ottobock,B,4,0,OTTOBOCK
United States,North America,Coatue,https://www.crunchbase.com/organization/handshake-2,https://images.crunchbase.com/image/upload/t_cb-default-original/x5uglw140vto9vbcywwy,Handshake,B,4,434,HANDSHAKE
United States,North America,Valiant Peregrine Fund,https://www.crunchbase.com/organization/handshake-2,https://images.crunchbase.com/image/upload/t_cb-default-original/x5uglw140vto9vbcywwy,Handshake,B,4,434,HANDSHAKE
United States,North America,Coatue,https://www.crunchbase.com/organization/against-gravity,https://images.crunchbase.com/image/upload/t_cb-default-original/j6vx29pgibmouhtn52iy,Rec Room,B,4,294,REC ROOM
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/flock-safety,https://images.crunchbase.com/image/upload/t_cb-default-original/tf25ugudtdmh71iy8l2r,Flock Safety,B,4,381,FLOCK SAFETY
United States,North America,Peak XV Partners,https://www.crunchbase.com/organization/chargebee,https://images.crunchbase.com/image/upload/t_cb-default-original/zzfetaadbesxtjuxhmne,Chargebee,B,4,468,CHARGEBEE
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/chargebee,https://images.crunchbase.com/image/upload/t_cb-default-original/zzfetaadbesxtjuxhmne,Chargebee,B,4,468,CHARGEBEE
United States,North America,B Capital,https://www.crunchbase.com/organization/highspot-2,https://images.crunchbase.com/image/upload/t_cb-default-original/icpcnb5ot8lsgjzed3p2,Highspot,B,4,643,HIGHSPOT
United States,North America,D1 Capital Partners,https://www.crunchbase.com/organization/highspot-2,https://images.crunchbase.com/image/upload/t_cb-default-original/icpcnb5ot8lsgjzed3p2,Highspot,B,4,643,HIGHSPOT
France,Europe,Silver Lake,https://www.crunchbase.com/organization/mirakl,https://images.crunchbase.com/image/upload/t_cb-default-original/bvsfjywixsu6wsuomjiz,Mirakl,B,4,948,MIRAKL
United States,North America,83North,https://www.crunchbase.com/organization/via-transportation,https://images.crunchbase.com/image/upload/t_cb-default-original/twzwk1xh4runtlwjliro,Via,B,4,887,VIA
Canada,North America,Ontario Teachers' Pension Plan,https://www.crunchbase.com/organization/applyboard,https://images.crunchbase.com/image/upload/t_cb-default-original/ybavgref2uio2dygaevo,ApplyBoard,B,4,480,APPLYBOARD
United States,North America,Nestle,https://www.crunchbase.com/organization/wonder-4,https://images.crunchbase.com/image/upload/t_cb-default-original/axuzbdleudnqoo9t0mfa,Wonder,B,4,2,WONDER
India,Asia,B Capital,https://www.crunchbase.com/organization/meesho,https://images.crunchbase.com/image/upload/t_cb-default-original/kjbm55kmrzhnofciajm1,Meesho,B,4,1,MEESHO
India,Asia,Fidelity,https://www.crunchbase.com/organization/meesho,https://images.crunchbase.com/image/upload/t_cb-default-original/kjbm55kmrzhnofciajm1,Meesho,B,4,1,MEESHO
Liechtenstein,Europe,Bain Capital Crypto,https://www.crunchbase.com/organization/lazyledger,https://images.crunchbase.com/image/upload/t_cb-default-original/z7uqxytj4rhkympenrs1,Celestia,B,4,157,CELESTIA
United States,North America,Lightspeed Venture Partners,https://www.crunchbase.com/organization/aledade,https://images.crunchbase.com/image/upload/t_cb-default-original/z7b8wtqnnzfu11n3elhc,Aledade,B,4,678,ALEDADE
United States,North America,Google Ventures,https://www.crunchbase.com/organization/cribl,https://images.crunchbase.com/image/upload/t_cb-default-original/yctnrjggygvlgdzwooag,Cribl,B,4,602,CRIBL
India,Asia,Temasek Holdings,https://www.crunchbase.com/organization/unacademy,https://images.crunchbase.com/image/upload/t_cb-default-original/xievfhrsgm40asesplf7,Unacademy,B,3,789,UNACADEMY
China,Asia,Alibaba Group,https://www.crunchbase.com/organization/baichuan-intelligence,https://images.crunchbase.com/image/upload/t_cb-default-original/kvjt7cgpptlpm5ijd00i,Baichuan Intelligence,B,3,740,BAICHUAN INTELLIGENCE
China,Asia,Tencent,https://www.crunchbase.com/organization/baichuan-intelligence,https://images.crunchbase.com/image/upload/t_cb-default-original/kvjt7cgpptlpm5ijd00i,Baichuan Intelligence,B,3,740,BAICHUAN INTELLIGENCE
Austria,Europe,Prosus & Naspers,https://www.crunchbase.com/organization/gostudent,https://images.crunchbase.com/image/upload/t_cb-default-original/qzqlnhvps9hyofdljvdm,GoStudent,B,3,780,GOSTUDENT
United States,North America,Coatue,https://www.crunchbase.com/organization/moonpay,https://images.crunchbase.com/image/upload/t_cb-default-original/jglje7ar0xc6j5lvai6t,MoonPay,B,3,651,MOONPAY
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/moonpay,https://images.crunchbase.com/image/upload/t_cb-default-original/jglje7ar0xc6j5lvai6t,MoonPay,B,3,651,MOONPAY
United States,North America,One Equity Partners,https://www.crunchbase.com/organization/armis-security,https://images.crunchbase.com/image/upload/t_cb-default-original/mlj1mdj8nxgr2dpwhdrl,Armis Security,B,3,537,ARMIS SECURITY
India,Asia,Accel,https://www.crunchbase.com/organization/eruditus-executive-education,https://images.crunchbase.com/image/upload/t_cb-default-original/ak4bvzwaovf6hfqhvoqk,Eruditus Executive Education,B,3,591,ERUDITUS EXECUTIVE EDUCATION
India,Asia,SoftBank Vision Fund,https://www.crunchbase.com/organization/eruditus-executive-education,https://images.crunchbase.com/image/upload/t_cb-default-original/ak4bvzwaovf6hfqhvoqk,Eruditus Executive Education,B,3,591,ERUDITUS EXECUTIVE EDUCATION
China,Asia,Asia Forge (Cayman),https://www.crunchbase.com/organization/hive-box,https://images.crunchbase.com/image/upload/t_cb-default-original/f70gfgnw2c8ixeot8ffd,Hive Box,B,3,1,HIVE BOX
China,Asia,Trustbridge Partners,https://www.crunchbase.com/organization/hive-box,https://images.crunchbase.com/image/upload/t_cb-default-original/f70gfgnw2c8ixeot8ffd,Hive Box,B,3,1,HIVE BOX
United States,North America,D1 Capital Partners,https://www.crunchbase.com/organization/highradius,https://images.crunchbase.com/image/upload/t_cb-default-original/cq6kgmzsgbjjjcucfa2u,HighRadius,B,3,475,HIGHRADIUS
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/highradius,https://images.crunchbase.com/image/upload/t_cb-default-original/cq6kgmzsgbjjjcucfa2u,HighRadius,B,3,475,HIGHRADIUS
South Korea,Asia,Anchor Equity Partners,https://www.crunchbase.com/organization/market-kurly,https://images.crunchbase.com/image/upload/t_cb-default-original/o3f1wzhalawbcp9qybko,Market Kurly,B,3,767,MARKET KURLY
United States,North America,Alkeon Capital,https://www.crunchbase.com/organization/starburst,https://images.crunchbase.com/image/upload/t_cb-default-original/imsmiqjafibkwqzcwsrb,Starburst,B,3,414,STARBURST
China,Asia,Gezhi Asset Management,https://www.crunchbase.com/organization/youxiamotors,https://images.crunchbase.com/image/upload/t_cb-default-original/q3frjlyy19nk7plocihl,Youxia Motors,B,3,1,YOUXIA MOTORS
United Kingdom,Europe,Goldman Sachs,https://www.crunchbase.com/organization/starling-3,https://images.crunchbase.com/image/upload/t_cb-default-original/wrbamyaduy0t8rm8mtxk,Starling Bank,B,3,956,STARLING BANK
China,Asia,Enterprise Mixed Ownership Reform Fund,https://www.crunchbase.com/organization/zhizi-automobile,https://images.crunchbase.com/image/upload/t_cb-default-original/ogwcryvcid8yy79xlm5k,Zhizi Automobile,B,3,150,ZHIZI AUTOMOBILE
China,Asia,SASAC,https://www.crunchbase.com/organization/zhizi-automobile,https://images.crunchbase.com/image/upload/t_cb-default-original/ogwcryvcid8yy79xlm5k,Zhizi Automobile,B,3,150,ZHIZI AUTOMOBILE
United States,North America,Greenbriar Equity Group,https://www.crunchbase.com/organization/uber-freight,https://images.crunchbase.com/image/upload/t_cb-default-original/gwtcbcrmbknraodej5b3,Uber Freight,B,3,1,UBER FREIGHT
China,Asia,Alibaba Group,https://www.crunchbase.com/organization/dark-side-of-the-moon,https://images.crunchbase.com/image/upload/t_cb-default-original/gew2c0smnwnzcvd6lwiz,Moonshot AI,B,3,2,MOONSHOT AI
China,Asia,Sequoia Capital China,https://www.crunchbase.com/organization/dark-side-of-the-moon,https://images.crunchbase.com/image/upload/t_cb-default-original/gew2c0smnwnzcvd6lwiz,Moonshot AI,B,3,2,MOONSHOT AI
United States,North America,Generation Investment Management,https://www.crunchbase.com/organization/spring-care,https://images.crunchbase.com/image/upload/t_cb-default-original/jq1vercgdqkvbczudhfe,Spring Health,B,3,467,SPRING HEALTH
United States,North America,Coatue,https://www.crunchbase.com/organization/komodo-health,https://images.crunchbase.com/image/upload/t_cb-default-original/n7nf1mh7ronqk24vdi1x,Komodo Health,B,3,514,KOMODO HEALTH
United States,North America,CVS Health Ventures,https://www.crunchbase.com/organization/carbon-health,https://images.crunchbase.com/image/upload/t_cb-default-original/a8jkzl0dm18siwuz03rj,Carbon Health,B,3,623,CARBON HEALTH
China,Asia,Sino Biopharmaceutical,https://www.crunchbase.com/organization/sinovac-life-sciences,https://images.crunchbase.com/image/upload/t_cb-default-original/w2w7xxm1hdz0cy66npm0,Sinovac Life Sciences,B,3,500,SINOVAC LIFE SCIENCES
China,Asia,Hillhouse Investment,https://www.crunchbase.com/organization/microport-medbot,https://images.crunchbase.com/image/upload/t_cb-default-original/ei0zveo7qybtqhyoiz6a,MicroPort Medbot,B,3,747,MICROPORT MEDBOT
China,Asia,TPG,https://www.crunchbase.com/organization/du-xiaoman-financial,https://images.crunchbase.com/image/upload/t_cb-default-original/ao17aeq3tans16nwmbzo,Du Xiaoman Financial,B,3,2,DU XIAOMAN FINANCIAL
China,Asia,Zhuzhou CRRC Times Electric,https://www.crunchbase.com/organization/zhuzhou-crrc-times-semiconductor,,Zhuzhou CRRC Times Semiconductor,B,3,28,ZHUZHOU CRRC TIMES SEMICONDUCTOR
United States,North America,Sapphire Ventures,https://www.crunchbase.com/organization/blockdaemon,https://images.crunchbase.com/image/upload/t_cb-default-original/loofgtnytw5te0ssqlyb,Blockdaemon,B,3,431,BLOCKDAEMON
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/blockdaemon,https://images.crunchbase.com/image/upload/t_cb-default-original/loofgtnytw5te0ssqlyb,Blockdaemon,B,3,431,BLOCKDAEMON
United States,North America,Teachers’ Venture Growth,https://www.crunchbase.com/organization/bilt-technologies,https://images.crunchbase.com/image/upload/t_cb-default-original/jksppbhigwphkhrjffih,Bilt Rewards,B,3,563,BILT REWARDS
United States,North America,Accel,https://www.crunchbase.com/organization/vercel,https://images.crunchbase.com/image/upload/t_cb-default-original/dtokjerhk1dxyludtlwc,Vercel,B,3,563,VERCEL
China,Asia,Wuhan Hi-tech Huizhi Capital,https://www.crunchbase.com/organization/innoscience-9ba8,https://images.crunchbase.com/image/upload/t_cb-default-original/tv5iikdg9tqm6lio3l9p,Innoscience,B,3,949,INNOSCIENCE
China,Asia,Everest Venture Capital,https://www.crunchbase.com/organization/qi-an-xin,https://images.crunchbase.com/image/upload/t_cb-default-original/veyzwjbz6ustygjiidhd,Qi An Xin,B,3,536,QI AN XIN
China,Asia,WANDA Group,https://www.crunchbase.com/organization/wanda-e-commerce-2,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Wanda E-Commerce,B,3,975,WANDA E-COMMERCE
Finland,Europe,Eurazeo,https://www.crunchbase.com/organization/aiven,https://images.crunchbase.com/image/upload/t_cb-default-original/z7ylyg9cpomq3deetmpl,Aiven,B,3,420,AIVEN
India,Asia,Global Car Group,https://www.crunchbase.com/organization/cars24,https://images.crunchbase.com/image/upload/t_cb-default-original/qmchqjhzsi3knlzu4vqm,CARS24,B,3,1,CARS24
United States,North America,10T Holdings,https://www.crunchbase.com/organization/figure-66e9,https://images.crunchbase.com/image/upload/t_cb-default-original/c8emlsjypfgbhnmvq8t1,Figure,B,3,447,FIGURE SAN FRANCISCO
United States,North America,Morgan Creek Digital,https://www.crunchbase.com/organization/figure-66e9,https://images.crunchbase.com/image/upload/t_cb-default-original/c8emlsjypfgbhnmvq8t1,Figure,B,3,447,FIGURE SAN FRANCISCO
Canada,North America,Kingsway Capital,https://www.crunchbase.com/organization/blockstream,https://images.crunchbase.com/image/upload/t_cb-default-original/zlsfbf3ciwj9x2ygcrkq,Blockstream,B,3,299,BLOCKSTREAM
United States,North America,Mubadala Capital Ventures,https://www.crunchbase.com/organization/innovaccer,https://images.crunchbase.com/image/upload/t_cb-default-original/b560ed92db3c4cdebf15856c9b46f300,Innovaccer,B,3,379,INNOVACCER
United States,North America,Qatar Investment Authority,https://www.crunchbase.com/organization/thumbtack,https://images.crunchbase.com/image/upload/t_cb-default-original/d1brkhuydqzk7bm5eeyo,Thumbtack,B,3,698,THUMBTACK
United States,North America,Memorial Hermann Foundation,https://www.crunchbase.com/organization/cedar-0db2,https://images.crunchbase.com/image/upload/t_cb-default-original/as7a1kfnmvmkcx4nziou,Cedar,B,3,394,CEDAR
United States,North America,Franklin Templeton,https://www.crunchbase.com/organization/ironclad,https://images.crunchbase.com/image/upload/t_cb-default-original/jqeacbadxfgjkjctehtb,Ironclad,B,3,334,IRONCLAD
United States,North America,Sequoia Capital,https://www.crunchbase.com/organization/retool,https://images.crunchbase.com/image/upload/t_cb-default-original/ebdqcp31sow3i8wngq7h,Retool,B,3,141,RETOOL
United States,North America,Alkeon Capital,https://www.crunchbase.com/organization/verkada,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Verkada,B,3,444,VERKADA
Belgium,Europe,General Atlantic,https://www.crunchbase.com/organization/odoo,https://images.crunchbase.com/image/upload/t_cb-default-original/ahnrggkezugpsohibkkk,Odoo,B,3,513,ODOO
United States,North America,Australian Government,https://www.crunchbase.com/organization/psiquantum,https://images.crunchbase.com/image/upload/t_cb-default-original/xmqo2cfaqmub7ipbzb1f,PsiQuantum,B,3,1,PSIQUANTUM
United States,North America,Queensland Government,https://www.crunchbase.com/organization/psiquantum,https://images.crunchbase.com/image/upload/t_cb-default-original/xmqo2cfaqmub7ipbzb1f,PsiQuantum,B,3,1,PSIQUANTUM
Brazil,South America,Insight Partners,https://www.crunchbase.com/organization/nuvemshop-tiendanube,https://images.crunchbase.com/image/upload/t_cb-default-original/cgeq9ebwi9x07nmbqzvx,Nuvemshop,B,3,628,NUVEMSHOP
Brazil,South America,Tiger Global Management,https://www.crunchbase.com/organization/nuvemshop-tiendanube,https://images.crunchbase.com/image/upload/t_cb-default-original/cgeq9ebwi9x07nmbqzvx,Nuvemshop,B,3,628,NUVEMSHOP
China,Asia,Hillhouse Investment,https://www.crunchbase.com/organization/mixuebingcheng,https://images.crunchbase.com/image/upload/t_cb-default-original/lm9bo3rtj1jcixau4v9c,Mixuebingcheng,B,3,309,MIXUEBINGCHENG
China,Asia,Longzhu Capital,https://www.crunchbase.com/organization/mixuebingcheng,https://images.crunchbase.com/image/upload/t_cb-default-original/lm9bo3rtj1jcixau4v9c,Mixuebingcheng,B,3,309,MIXUEBINGCHENG
Hong Kong,Asia,Fenbushi Capital,https://www.crunchbase.com/organization/amber-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/qm8autyq3egackzjdlcz,Amber Group,B,3,628,AMBER GROUP
United States,North America,B Capital,https://www.crunchbase.com/organization/flutterwave,https://images.crunchbase.com/image/upload/t_cb-default-original/vmyyszxktkt2ms8pls7b,Flutterwave,B,3,509,FLUTTERWAVE
Germany,Europe,Blockchain Capital,https://www.crunchbase.com/organization/worldcoin,https://images.crunchbase.com/image/upload/t_cb-default-original/zpu162p6nzztwtpirlkc,Worldcoin,B,3,244,WORLDCOIN
United States,North America,Benchmark,https://www.crunchbase.com/organization/tinder,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Tinder,B,3,0,TINDER
United States,North America,Andreessen Horowitz,https://www.crunchbase.com/organization/cross-river-bank,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Cross River Bank,B,3,775,CROSS RIVER BANK
United States,North America,Eldridge Industries,https://www.crunchbase.com/organization/cross-river-bank,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Cross River Bank,B,3,775,CROSS RIVER BANK
The Netherlands,Europe,Spark Capital,https://www.crunchbase.com/organization/messagebird,https://images.crunchbase.com/image/upload/t_cb-default-original/sfhehvk3jxrqmty97nfq,Bird,B,3,1,BIRD
United States,North America,Kohlberg Kravis Roberts,https://www.crunchbase.com/organization/anchorage,https://images.crunchbase.com/image/upload/t_cb-default-original/i18deynuzgww31vlalzy,Anchorage Digital,B,3,487,ANCHORAGE DIGITAL
United States,North America,Lead Edge Capital,https://www.crunchbase.com/organization/launchdarkly,https://images.crunchbase.com/image/upload/t_cb-default-original/b5qnw15lckk72stqydxp,LaunchDarkly,B,3,330,LAUNCHDARKLY
United States,North America,Alta Park Capital,https://www.crunchbase.com/organization/automattic,https://images.crunchbase.com/image/upload/t_cb-default-original/kvmkceyakxcyqnmoakwu,Automattic,B,3,859,AUTOMATTIC
United States,North America,BlackRock,https://www.crunchbase.com/organization/automattic,https://images.crunchbase.com/image/upload/t_cb-default-original/kvmkceyakxcyqnmoakwu,Automattic,B,3,859,AUTOMATTIC
Germany,Europe,Tiger Global Management,https://www.crunchbase.com/organization/contentful,https://images.crunchbase.com/image/upload/t_cb-default-original/cttnlp3rj6zwloryd39d,Contentful,B,3,333,CONTENTFUL
United States,North America,OpenView,https://www.crunchbase.com/organization/calendly,https://images.crunchbase.com/image/upload/t_cb-default-original/n4rhawehztxzhmbbdvd8,Calendly,B,3,351,CALENDLY
