country,country/region,select_investors,company_link,img_src,company,valuation_currency,valuation,funding,company_cleaned
United States,North America,Lightrock,https://www.crunchbase.com/organization/clickdiagnostics,https://images.crunchbase.com/image/upload/t_cb-default-original/cavejyeardwxqcdtgb14,Visby Medical,B,1,328,VISBY MEDICAL
United States,North America,Mitsui & Co,https://www.crunchbase.com/organization/fourkites,https://images.crunchbase.com/image/upload/t_cb-default-original/larhezt6alabeqfy2kcb,FourKites,B,1,242,FOURKITES
United States,North America,BlackRock,https://www.crunchbase.com/organization/flexe,https://images.crunchbase.com/image/upload/t_cb-default-original/i6ycjqdvxxitkaxsqupf,Flexe,B,1,263,FLEXE
United States,North America,Golub Capital,https://www.crunchbase.com/organization/tebra,https://images.crunchbase.com/image/upload/t_cb-default-original/auvjiu9dqo7hhsvbnj6y,Tebra,B,1,137,TEBRA
China,Asia,Renchen Semiconductor,https://www.crunchbase.com/organization/jlsemi,https://images.crunchbase.com/image/upload/t_cb-default-original/nomo8n2xvj046rxgotdm,JLSemi,B,1,90,JLSEMI
China,Asia,Summitview Capital,https://www.crunchbase.com/organization/jlsemi,https://images.crunchbase.com/image/upload/t_cb-default-original/nomo8n2xvj046rxgotdm,JLSemi,B,1,90,JLSEMI
United States,North America,Coller Capital,https://www.crunchbase.com/organization/exterro,https://images.crunchbase.com/image/upload/t_cb-default-original/guaj5gxiwjayled0ybe8,Exterro,B,1,100,EXTERRO
United States,North America,Glendower Capital,https://www.crunchbase.com/organization/exterro,https://images.crunchbase.com/image/upload/t_cb-default-original/guaj5gxiwjayled0ybe8,Exterro,B,1,100,EXTERRO
United States,North America,Great Hill Partners,https://www.crunchbase.com/organization/prodege,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Prodege,B,1,60,PRODEGE
United States,North America,NewView Capital,https://www.crunchbase.com/organization/paystand,https://images.crunchbase.com/image/upload/t_cb-default-original/ddmt5piidmd7rnfgabwm,Paystand,B,1,98,PAYSTAND
United States,North America,Roche,https://www.crunchbase.com/organization/freenome,https://images.crunchbase.com/image/upload/t_cb-default-original/lhvlpjzudd9jl5h16gwl,Freenome,B,1,1,FREENOME
United States,North America,Andreessen Horowitz,https://www.crunchbase.com/organization/flow-e3bc,https://images.crunchbase.com/image/upload/t_cb-default-original/cbnmowhha9heze5bz5y8,Flow,B,1,350,FLOW
China,Asia,SAIC Motor,https://www.crunchbase.com/organization/robotaxi,https://images.crunchbase.com/image/upload/t_cb-default-original/hslkqigzmig3rorhd4vc,SAIC Mobility,B,1,193,SAIC MOBILITY
United States,North America,Bill Gates,https://www.crunchbase.com/organization/terrapower,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",TerraPower,B,1,750,TERRAPOWER
United States,North America,SK Group,https://www.crunchbase.com/organization/terrapower,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",TerraPower,B,1,750,TERRAPOWER
United States,North America,Distributed Global,https://www.crunchbase.com/organization/zebec-protocol,https://images.crunchbase.com/image/upload/t_cb-default-original/zgroc5licjqvdheuhrp6,Zebec,B,1,43,ZEBEC
United States,North America,Solana Ventures,https://www.crunchbase.com/organization/zebec-protocol,https://images.crunchbase.com/image/upload/t_cb-default-original/zgroc5licjqvdheuhrp6,Zebec,B,1,43,ZEBEC
United States,North America,Vision Ridge Capital Partners,https://www.crunchbase.com/organization/terawatt-infrastructure,https://images.crunchbase.com/image/upload/t_cb-default-original/fpperm3t9zr7filh9liz,TeraWatt Infrastructure,B,1,1,TERAWATT INFRASTRUCTURE
United States,North America,BRV Capital Management,https://www.crunchbase.com/organization/swiftly-7640,https://images.crunchbase.com/image/upload/t_cb-default-original/eb6v7xxfda6t1krnbnw2,Swiftly,B,1,216,SWIFTLY
Thailand,Asia,GIC,https://www.crunchbase.com/organization/line-man-wongnai,https://images.crunchbase.com/image/upload/t_cb-default-original/bmiipqdplphr4auq2qqv,LINE MAN Wongnai,B,1,375,LINE MAN WONGNAI
Thailand,Asia,LINE Plus Corporation,https://www.crunchbase.com/organization/line-man-wongnai,https://images.crunchbase.com/image/upload/t_cb-default-original/bmiipqdplphr4auq2qqv,LINE MAN Wongnai,B,1,375,LINE MAN WONGNAI
Italy,Europe,Addition,https://www.crunchbase.com/organization/satispay,https://images.crunchbase.com/image/upload/t_cb-default-original/gulzlrjwh643hcovkcjv,Satispay,B,1,468,SATISPAY
United Kingdom,Europe,Intel Corporation,https://www.crunchbase.com/organization/stability-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/sfbrwbue0f6kmmixqphk,Stability AI,B,1,181,STABILITY AI
Canada,North America,Georgian,https://www.crunchbase.com/organization/xanadu-2,https://images.crunchbase.com/image/upload/t_cb-default-original/dbwfmskpwwjrg908olyv,Xanadu,B,1,231,XANADU
United Kingdom,Europe,Uber,https://www.crunchbase.com/organization/wayve-9739,https://images.crunchbase.com/image/upload/t_cb-default-original/09bfb7ae810b47c4b3a226cf26bfa38b,Wayve,B,1,1,WAYVE
United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/cambridge-mobile-telematics,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Cambridge Mobile Telematics,B,1,503,CAMBRIDGE MOBILE TELEMATICS
Japan,Asia,IDG Capital,https://www.crunchbase.com/organization/guangdong-gaojing-solar-energy-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/e6rn8psmvwbqsa3jf9w3,Gokin Solar,B,1,620,GOKIN SOLAR
Japan,Asia,Zhuhai Huafa Group,https://www.crunchbase.com/organization/guangdong-gaojing-solar-energy-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/e6rn8psmvwbqsa3jf9w3,Gokin Solar,B,1,620,GOKIN SOLAR
Egypt,Africa,International Finance Corporation,https://www.crunchbase.com/organization/mnt-halan,https://images.crunchbase.com/image/upload/t_cb-default-original/qnalsqqdgb8duubqr9ym,MNT-Halan,B,1,478,MNT-HALAN
United States,North America,S3 Ventures,https://www.crunchbase.com/organization/atmosphere-tv,https://images.crunchbase.com/image/upload/t_cb-default-original/rkkx3qu7qaaptgvaqjmj,Atmosphere,B,1,194,ATMOSPHERE
United States,North America,Sageview Capital,https://www.crunchbase.com/organization/atmosphere-tv,https://images.crunchbase.com/image/upload/t_cb-default-original/rkkx3qu7qaaptgvaqjmj,Atmosphere,B,1,194,ATMOSPHERE
United States,North America,Andreessen Horowitz,https://www.crunchbase.com/organization/character-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/stwny8foeomuhcsvtt97,Character.ai,B,1,150,CHARACTER.AI
China,Asia,China State-owned Enterprise Structural Adjustment Fund,https://www.crunchbase.com/organization/siengine-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/gydv0zkm64cr2gsuuhbu,SiEngine Technology,B,1,220,SIENGINE TECHNOLOGY
United States,North America,General Catalyst,https://www.crunchbase.com/organization/adept-48e7,https://images.crunchbase.com/image/upload/t_cb-default-original/ixyif3j7semnsbx40xya,Adept AI,B,1,415,ADEPT AI
United States,North America,Spark Capital,https://www.crunchbase.com/organization/adept-48e7,https://images.crunchbase.com/image/upload/t_cb-default-original/ixyif3j7semnsbx40xya,Adept AI,B,1,415,ADEPT AI
